Sentence #,Word,POS,Tag
,mobile,JJ,O
,devices,NNS,O
,attacked,VBN,O
,by,IN,O
,malware,NN,O
,.,.,O
Sentence: 869,Meanwhile,RB,O
,",",",",O
,Bangladesh,NNP,O
,emerged,VBD,O
,as,IN,O
,the,DT,O
,most,RBS,O
,hit,VBN,O
,by,IN,O
,mobile,JJ,O
,threats,NNS,O
,with,IN,O
,35.91,CD,O
,per,IN,O
,cent,NN,O
,mobile,NN,O
,device,NN,O
,users,NNS,O
,attacked,VBN,O
,by,IN,O
,malware,NN,O
,.,.,O
Sentence: 870,,JJ,O
,Bangladesh,NNP,O
,with,IN,O
,35.91,CD,O
,per,IN,O
,cent,NN,O
,retained,VBN,O
,first,JJ,O
,place,NN,O
,in,IN,O
,terms,NNS,O
,of,IN,O
,the,DT,O
,share,NN,O
,of,IN,O
,mobile,JJ,O
,users,NNS,O
,attacked,VBD,O
,",",",",O
,while,IN,O
,Nigeria,NNP,O
,came,VBD,O
,second,JJ,O
,with,IN,O
,28.54,CD,O
,per,IN,O
,cent,NN,O
,.,.,O
Sentence: 871,We're,NNP,O
,basically,RB,O
,encouraged,VBD,O
,to,TO,O
,believe,VB,O
,that,DT,O
,ransomware,NN,O
,is,VBZ,O
,a,DT,O
,growing,VBG,O
,problem,NN,O
,by,IN,O
,a,DT,O
,company,NN,O
,pushing,VBG,O
,anti-ransomware,JJ,O
,software,NN,O
,.,.,O
,),),O
Sentence: 872,The,DT,O
,third,JJ,O
,and,CC,O
,fourth,JJ,O
,places,NNS,O
,were,VBD,O
,claimed,VBN,O
,by,IN,O
,Iran,NNP,O
,recording,VBG,O
,28.07,CD,O
,per,IN,O
,cent,NN,O
,and,CC,O
,Tanzania,NNP,O
,28.03,CD,O
,per,IN,O
,cent,NN,O
,respectively,RB,O
,",",",",O
,,VBD,O
,the,DT,O
,report,NN,O
,said,VBD,O
,.,.,O
Sentence: 873,According,VBG,O
,to,TO,O
,Kaspersky,NNP,O
,Security,NNP,O
,Network,NNP,O
,",",",",O
,a,DT,O
,malware,NN,O
,called,VBN,O
,Trojan-Banker,NNP,O
,.,.,O
Sentence: 874,AndroidOS.Asacub,NNP,B-MAL
,had,VBD,O
,the,DT,O
,largest,JJS,O
,attacks,NNS,O
,of,IN,O
,all,PDT,O
,the,DT,O
,mobile,JJ,O
,threats,NNS,O
,",",",",O
,affecting,VBG,O
,"250,000",CD,O
,mobile,JJ,O
,device,NN,O
,users,NNS,O
,in,IN,O
,September,NNP,O
,.,.,O
Sentence: 875,,NN,O
,Perhaps,RB,O
,the,DT,O
,biggest,JJS,O
,news,NN,O
,of,IN,O
,the,DT,O
,reporting,NN,O
,period,NN,O
,was,VBD,O
,the,DT,O
,Trojan-Banker,NNP,O
,.,.,O
Sentence: 876,AndroidOS.Asacub,NNP,B-MAL
,epidemic,NN,O
,.,.,O
Sentence: 877,It,PRP,O
,peaked,VBD,O
,in,IN,O
,September,NNP,O
,when,WRB,O
,more,JJR,O
,than,IN,O
,"250,000",CD,O
,unique,JJ,O
,users,NNS,O
,were,VBD,O
,attacked,VBN,O
,-,:,O
,and,CC,O
,that,IN,O
,only,RB,O
,includes,VBZ,O
,statistics,NNS,O
,for,IN,O
,those,DT,O
,with,IN,O
,Kaspersky,NNP,O
,Lab,NNP,O
,,NNP,O
,s,VBP,O
,mobile,JJ,O
,products,NNS,O
,installed,VBN,O
,on,IN,O
,their,PRP$,O
,devices,NNS,O
,",",",",O
,,VBP,O
,the,DT,O
,report,NN,O
,said,VBD,O
,.,.,O
Sentence: 878,,IN,O
,The,DT,O
,scale,NN,O
,of,IN,O
,the,DT,O
,attack,NN,O
,involving,VBG,O
,Asacub,NNP,B-MAL
,by,IN,O
,far,RB,O
,surpasses,VBZ,O
,the,DT,O
,largest,JJS,O
,attacks,NNS,O
,we,PRP,O
,have,VBP,O
,previously,RB,O
,observed,VBN,O
,while,IN,O
,monitoring,VBG,O
,mobile,JJ,O
,threats,NNS,O
,.,.,O
Sentence: 879,,IN,O
,The,DT,O
,Trojan,NNP,O
,,NNP,O
,s,VBP,O
,versions,NNS,O
,have,VBP,O
,sequential,JJ,O
,version,NN,O
,numbers,NNS,O
,",",",",O
,suggesting,VBG,O
,the,DT,O
,attacks,NNS,O
,were,VBD,O
,launched,VBN,O
,by,IN,O
,just,RB,O
,one,CD,O
,threat,NN,O
,actor,NN,O
,.,.,O
Sentence: 880,It,PRP,O
,,VBZ,O
,s,RBR,O
,impossible,JJ,O
,to,TO,O
,count,VB,O
,the,DT,O
,total,JJ,O
,number,NN,O
,of,IN,O
,affected,JJ,O
,users,NNS,O
,",",",",O
,but,CC,O
,it,PRP,O
,would,MD,O
,need,VB,O
,to,TO,O
,be,VB,O
,in,IN,O
,the,DT,O
,tens,NNS,O
,of,IN,O
,thousands,NNS,O
,to,TO,O
,make,VB,O
,such,JJ,O
,a,DT,O
,massive,JJ,O
,malicious,JJ,O
,campaign,NN,O
,profitable,JJ,O
,.,.,O
,,NN,O
Sentence: 881,Findings,NNS,O
,by,IN,O
,analysts,NNS,O
,as,IN,O
,Kaspersky,NNP,O
,showed,VBD,O
,that,IN,O
,among,IN,O
,all,PDT,O
,the,DT,O
,threats,NNS,O
,detected,VBN,O
,in,IN,O
,the,DT,O
,quarter,NN,O
,under,IN,O
,review,NN,O
,",",",",O
,the,DT,O
,lion,NN,O
,,NNP,O
,s,NN,O
,share,NN,O
,belonged,VBN,O
,to,TO,O
,potentially,RB,O
,unwanted,JJ,O
,RiskTool,NNP,O
,apps,NN,O
,(,(,O
,52.05,CD,O
,per,IN,O
,cent,NN,O
,),),O
,;,:,O
,compared,VBN,O
,to,TO,O
,the,DT,O
,previous,JJ,O
,quarter,NN,O
,",",",",O
,their,PRP$,O
,share,NN,O
,decreased,VBN,O
,by,IN,O
,3.3,CD,O
,per,IN,O
,cent,NN,O
,.,.,O
Sentence: 882,Just,RB,O
,four,CD,O
,groups,NNS,O
,of,IN,O
,malware,NN,O
,were,VBD,O
,responsible,JJ,O
,for,IN,O
,the,DT,O
,vast,JJ,O
,majority,NN,O
,(,(,O
,90,CD,O
,per,IN,O
,cent,NN,O
,),),O
,of,IN,O
,these,DT,O
,attacks,NNS,O
,",",",",O
,apparently,RB,O
,:,:,O
,the,DT,O
,Small,NNP,O
,",",",",O
,Fusob,NNP,O
,",",",",O
,Pletor,NNP,O
,and,CC,O
,Svpeng,NNP,B-MAL
,malicious,JJ,O
,families,NNS,O
,.,.,O
Sentence: 883,The,DT,O
,company,NN,O
,detected,VBD,O
,that,IN,O
,advertising,NN,O
,apps,NNS,O
,continued,VBD,O
,to,TO,O
,decrease,VB,O
,and,CC,O
,account,VB,O
,for,IN,O
,6.44,CD,O
,per,IN,O
,cent,NN,O
,of,IN,O
,all,DT,O
,threats,NNS,O
,compared,VBN,O
,to,TO,O
,8.91,CD,O
,per,IN,O
,cent,NN,O
,in,IN,O
,the,DT,O
,second,JJ,O
,quarter,NN,O
,of,IN,O
,the,DT,O
,2018,CD,O
,.,.,O
Sentence: 884,Asacub,NNP,B-MAL
,is,VBZ,O
,a,DT,O
,new,JJ,O
,Android,NNP,O
,threat,NN,O
,that,WDT,O
,has,VBZ,O
,been,VBN,O
,used,VBN,O
,by,IN,O
,bad,JJ,O
,actors,NNS,O
,to,TO,O
,infect,VB,O
,thousands,NNS,O
,of,IN,O
,users,NNS,O
,in,IN,O
,Russia,NNP,O
,in,IN,O
,a,DT,O
,recent,JJ,O
,SMS,NNP,B-DVEC
,spam,NN,I-DVEC
,campaign,NN,O
,.,.,O
Sentence: 885,According,VBG,O
,to,TO,O
,the,DT,O
,experts,NNS,O
,from,IN,O
,Kaspersky,NNP,O
,Lab,NNP,O
,",",",",O
,the,DT,O
,Trojan-Banker.AndroidOS.Asacub,NNP,B-MAL
,was,VBD,O
,first,RB,O
,detected,VBN,O
,as,IN,O
,a,DT,O
,new,JJ,O
,spyware,NN,O
,Trojan,NNP,O
,.,.,O
Sentence: 886,The,DT,O
,experts,NNS,O
,noticed,VBD,O
,that,IN,O
,one,CD,O
,of,IN,O
,the,DT,O
,C,NNP,B-CAP
,&,CC,I-CAP
,C,NNP,I-CAP
,servers,NNS,O
,used,VBN,O
,by,IN,O
,the,DT,O
,Asacub,NNP,B-MAL
,Android,NNP,O
,malware,NN,O
,was,VBD,O
,also,RB,O
,used,VBN,O
,by,IN,O
,the,DT,O
,Windows,NNP,O
,Trojan,NNP,O
,CoreBot,NNP,B-MAL
,that,WDT,O
,appeared,VBD,O
,in,IN,O
,the,DT,O
,wild,NN,O
,in,IN,O
,August,NNP,O
,2015,CD,O
,.,.,O
Sentence: 887,In,IN,O
,September,NNP,O
,",",",",O
,the,DT,O
,CoreBot,NNP,B-MAL
,Trojan,NNP,O
,was,VBD,O
,improved,VBN,O
,to,TO,O
,work,VB,O
,as,IN,O
,a,DT,O
,banking,NN,O
,Trojan,NNP,O
,",",",",O
,and,CC,O
,the,DT,O
,Asacub,NNP,B-MAL
,threat,NN,O
,evolved,VBN,O
,in,IN,O
,the,DT,O
,same,JJ,O
,way,NN,O
,.,.,O
Sentence: 888,The,DT,O
,researchers,NNS,O
,observed,VBD,O
,and,CC,O
,intense,JJ,O
,activity,NN,O
,of,IN,O
,the,DT,O
,malware,NN,O
,that,WDT,O
,lasted,VBD,O
,an,DT,O
,entire,JJ,O
,week,NN,O
,from,IN,O
,Dec,NNP,O
,.,.,O
,28,CD,O
,",",",",O
,2015,CD,O
,to,TO,O
,Jan,NNP,O
,.,.,O
,4,CD,O
,",",",",O
,2016,CD,O
,.,.,O
Sentence: 889,The,DT,O
,SMS,NNP,B-DVEC
,spam,NN,I-DVEC
,campaign,NN,O
,infected,VBD,O
,more,JJR,O
,than,IN,O
,"6,500",CD,O
,unique,JJ,O
,users,NNS,O
,in,IN,O
,Russia,NNP,O
,.,.,O
Sentence: 890,A,DT,O
, ,JJ,O
,blog,NN,O
,post,NN,O
, ,NNP,O
,published,VBN,O
,on,IN,O
,Securelist,JJ,O
,states,NNS,O
,:,:,O
,,NN,O
,During,IN,O
,the,DT,O
,New,NNP,O
,Year,NNP,O
,holidays,VBZ,O
,",",",",O
,the,DT,O
,new,JJ,O
,modification,NN,O
,was,VBD,O
,actively,RB,O
,distributed,VBN,O
,in,IN,O
,Russia,NNP,O
,via,IN,O
,SMS,NNP,B-DVEC
,spam,NN,I-DVEC
,.,.,O
Sentence: 891,In,IN,O
,just,RB,O
,one,CD,O
,week,NN,O
,",",",",O
,from,IN,O
,December,NNP,O
,28,CD,O
,",",",",O
,2015,CD,O
,to,TO,O
,January,NNP,O
,4,CD,O
,",",",",O
,2016,CD,O
,",",",",O
,we,PRP,O
,recorded,VBD,O
,attempts,NNS,O
,to,TO,O
,infect,VB,O
,over,IN,O
,"6,500",CD,O
,uniqueusers,NNS,O
,.,.,O
,,NN,O
Sentence: 892,Tha,NNP,O
,last,JJ,O
,Asacub,NNP,B-MAL
,variant,NN,O
,detected,VBN,O
,by,IN,O
,Kaspersky,NNP,O
,was,VBD,O
,a,DT,O
,banking,NN,O
,trojan,NN,O
,used,VBN,O
,to,TO,O
,syphon,VB,O
,banking,VBG,O
,data,NNS,O
,from,IN,O
,infected,JJ,O
,devices,NNS,O
,.,.,O
Sentence: 893,Mobile,NNP,O
,ransomware,NN,O
,blocks,NNS,B-BEH
,access,NN,I-BEH
,to,TO,O
,information,NN,O
,on,IN,O
,a,DT,O
,victim's,JJ,O
,device,NN,O
,by,IN,O
,locking,VBG,B-BEH
,the,DT,O
,screen,NN,O
,with,IN,O
,a,DT,O
,special,JJ,O
,window,NN,O
,or,CC,O
,encrypting,VBG,B-BEH
,important,JJ,O
,files,NNS,O
,before,IN,O
,extorting,VBG,O
,money,NN,O
,from,IN,O
,the,DT,O
,owner,NN,O
,in,IN,O
,exchange,NN,O
,for,IN,O
,unlock,JJ,O
,codes,NNS,O
,.,.,O
Sentence: 894,The,DT,O
,experts,NNS,O
,from,IN,O
,Kaspersky,NNP,O
,highlighted,VBD,O
,that,IN,O
,the,DT,O
,Android,NNP,O
,malware,NN,O
,has,VBZ,O
,had,VBN,O
,at,IN,O
,least,JJS,O
,three,CD,O
,major,JJ,O
,modifications,NNS,O
,in,IN,O
,a,DT,O
,few,JJ,O
,months,NNS,O
,",",",",O
,the,DT,O
,crooks,NNS,O
,used,VBD,O
,it,PRP,O
,as,IN,O
,spyware,NN,O
,and,CC,O
,banking,NN,O
,Trojan,NNP,O
,.,.,O
Sentence: 895,The,DT,O
,first,JJ,O
,Asacub,NNP,B-MAL
,variant,NN,O
,spotted,VBN,O
,in,IN,O
,June,NNP,O
,2015,CD,O
,was,VBD,O
,used,VBN,O
,to,TO,O
,steal,VB,B-BEH
,all,DT,O
,incoming,JJ,O
,SMS,NNP,O
,messages,NNS,O
,from,IN,O
,infected,JJ,O
,devices,NNS,O
,and,CC,O
,implemented,JJ,O
,classic,JJ,O
,data,NNS,O
,stealer,NN,O
,features,NNS,O
,and,CC,O
,RAT,NNP,O
,functionalities,NNS,O
,.,.,O
Sentence: 896,A,DT,O
,month,NN,O
,later,RB,O
,",",",",O
,in,IN,O
,July,NNP,O
,",",",",O
,a,DT,O
,second,JJ,O
,Asacub,NNP,B-MAL
,variant,NN,O
,appeared,VBD,O
,in,IN,O
,the,DT,O
,wild,NN,O
,",",",",O
,the,DT,O
,crooks,NNS,O
,used,VBD,O
,it,PRP,O
,to,TO,O
,target,VB,O
,a,DT,O
,number,NN,O
,of,IN,O
,European,JJ,O
,banks,NNS,O
,.,.,O
Sentence: 897,The,DT,O
,malware,NN,O
,also,RB,O
,implemented,VBD,O
,a,DT,O
,reverse,NN,B-BEH
,shell,NN,I-BEH
,to,TO,O
,allow,VB,O
,operators,NNS,O
,to,TO,O
,execute,VB,O
,commands,NNS,O
,on,IN,O
,the,DT,O
,device,NN,O
,and,CC,O
,see,VB,O
,the,DT,O
,outputs,NNS,O
,.,.,O
Sentence: 898,Another,DT,O
,variant,NN,O
,uncovered,VBN,O
,in,IN,O
,September,NNP,O
,2015,CD,O
,was,VBD,O
,more,RBR,O
,oriented,JJ,O
,to,TO,O
,banking,VBG,O
,trojan,NN,O
,and,CC,O
,included,VBD,O
,a,DT,O
,series,NN,O
,of,IN,O
,phishing,VBG,B-BEH
,screens,NNS,I-BEH
,with,IN,O
,bank,NN,O
,logos,NNS,O
,",",",",O
,including,VBG,O
,a,DT,O
,major,JJ,O
,Russian,JJ,O
,bank,NN,O
,",",",",O
,used,VBN,O
,to,TO,O
,steal,VB,B-BEH
,bank,NN,O
,card,NN,O
,data,NNS,O
,.,.,O
Sentence: 899,The,DT,O
,last,JJ,O
,Asacub,NNP,B-MAL
,variant,NN,O
,discovered,VBD,O
,late,RB,O
,in,IN,O
,2015,CD,O
,was,VBD,O
,able,JJ,O
,carry,NN,O
,out,IN,O
,the,DT,O
,following,VBG,O
,new,JJ,O
,commands,NNS,O
,:,:,O
,GPSOtrackOcurrent,NNP,B-BEH
,,NNP,O
,get,VB,O
,the,DT,O
,device,NN,O
,,NNP,O
,s,NN,O
,coordinates,NNS,O
,and,CC,O
,send,VB,O
,them,PRP,O
,to,TO,O
,the,DT,O
,attacker,NN,O
,;,:,O
,cameraOshot,JJ,B-BEH
,,NNS,O
,take,VBP,O
,a,DT,O
,snapshot,NN,O
,with,IN,O
,the,DT,O
,device,NN,O
,,NNP,O
,s,NN,O
,camera,NN,O
,;,:,O
,networkOprotocol,CC,B-BEH
,,VB,O
,in,IN,O
,those,DT,O
,modifications,NNS,O
,we,PRP,O
,know,VBP,O
,of,IN,O
,",",",",O
,receiving,VBG,O
,this,DT,O
,command,NN,O
,doesn,VBZ,O
,,JJ,O
,t,NN,O
,produce,VBP,O
,any,DT,O
,results,NNS,O
,",",",",O
,but,CC,O
,there,EX,O
,could,MD,O
,be,VB,O
,plans,NNS,O
,to,TO,O
,use,VB,O
,it,PRP,O
,in,IN,O
,the,DT,O
,future,NN,O
,to,TO,O
,change,VB,O
,the,DT,O
,protocol,NN,O
,used,VBN,O
,by,IN,O
,the,DT,O
,malware,NN,O
,to,TO,O
,interact,VB,O
,with,IN,O
,the,DT,O
,C,NNP,B-CAP
,&,CC,I-CAP
,C,NNP,I-CAP
,server,NN,O
,.,.,O
Sentence: 900,The,DT,O
,experts,NNS,O
,noticed,VBD,O
,that,IN,O
,this,DT,O
,variant,NN,O
,does,VBZ,O
,not,RB,O
,include,VB,O
,any,DT,O
,phishing,NN,O
,screens,NNS,O
,",",",",O
,but,CC,O
,the,DT,O
,analysis,NN,O
,of,IN,O
,the,DT,O
,source,NN,O
,code,NN,O
,of,IN,O
,the,DT,O
,malware,NN,O
,revealed,VBD,O
,the,DT,O
,presence,NN,O
,of,IN,O
,the,DT,O
,code,NN,O
,used,VBN,O
,to,TO,O
,target,VB,O
,the,DT,O
,banks,NNS,O
,.,.,O
Sentence: 901,A,DT,O
,version,NN,O
,of,IN,O
,TrickBot,NNP,B-MAL
, ,NNP,O
,spotted,VBD,O
,recently,RB,O
,shows,VBZ,O
,interest,NN,O
,in,IN,O
,data,NNS,O
,that,WDT,O
,is,VBZ,O
,peculiar,JJ,O
,for,IN,O
,the,DT,O
,normal,JJ,O
,scope,NN,O
,of,IN,O
,banking,NN,O
,trojans,NNS,O
,:,:,O
,the,DT,O
,Windows,NNP,O
,system,NN,O
,reliability,NN,O
,and,CC,O
,performance,NN,O
,information,NN,O
,.,.,O
Sentence: 902,Microsoft,NNP,O
,runs,VBZ,O
,a,DT,O
,Reliability,NNP,O
,Analysis,NNP,O
,Component,NNP,O
,(,(,O
,RAC,NNP,O
,),),O
,on,IN,O
,Windows,NNP,O
,operating,VBG,O
,systems,NNS,O
,to,TO,O
,supply,VB,O
,the,DT,O
,Reliability,NNP,O
,Monitor,NNP,O
,with,IN,O
,details,NNS,O
,about,IN,O
,software,NN,O
,installations,NNS,O
,",",",",O
,upgrades,NNS,O
,",",",",O
,errors,NNS,O
,from,IN,O
,the,DT,O
,operating,NN,O
,systems,NNS,O
,and,CC,O
,applications,NNS,O
,",",",",O
,as,RB,O
,well,RB,O
,as,IN,O
,hardware-related,JJ,O
,issues,NNS,O
,.,.,O
Sentence: 903,For,IN,O
,this,DT,O
,purpose,NN,O
,",",",",O
,it,PRP,O
,uses,VBZ,O
,the,DT,O
,RACAgent,NNP,O
,scheduled,VBD,O
,task,NN,O
,on,IN,O
,an,DT,O
,hourly,JJ,O
,basis,NN,O
,and,CC,O
,dumps,VB,O
,all,DT,O
,the,DT,O
,data,NNS,O
,to,TO,O
,a,DT,O
,local,JJ,O
,folder,NN,O
,.,.,O
Sentence: 904,Russia's,NNP,O
,Ministry,NNP,O
,of,IN,O
,the,DT,O
,Interior,NNP,O
,has,VBZ,O
,gone,VBN,O
,public,JJ,O
,about,IN,O
,the,DT,O
,March,NNP,O
,24,CD,O
,arrest,NN,O
,of,IN,O
,a,DT,O
,25,CD,O
,-,:,O
,year-old,JJ,O
,and,CC,O
,four,CD,O
,others,NNS,O
,it,PRP,O
,believes,VBZ,O
,was,VBD,O
,the,DT,O
,leader,NN,O
,of,IN,O
,a,DT,O
,gang,NN,O
,of,IN,O
,cyber-scum,NN,O
,behind,IN,O
,the,DT,O
,,NNP,O
,Svpeng,NNP,B-MAL
,,NNP,O
,money-draining,NN,O
,malware,NN,O
,.,.,O
Sentence: 905,You,PRP,O
,can,MD,O
,disable,VB,O
,the,DT,O
,collection,NN,O
,of,IN,O
,these,DT,O
,details,NNS,O
,from,IN,O
,the,DT,O
,Task,NNP,O
,Scheduler,NNP,O
,applet,NN,O
,",",",",O
,but,CC,O
,by,IN,O
,doing,VBG,O
,so,RB,O
,you,PRP,O
,no,VBP,O
,longer,JJR,O
,get,VB,O
,the,DT,O
, ,NNP,O
,Reliability,NNP,O
,Monitor's,NNP,O
,System,NNP,O
,Stability,NNP,O
,Index,NNP,O
,.,.,O
Sentence: 906,Phishing,VBG,O
,campaign,NN,O
,reveals,NNS,O
,TrickBot's,NNP,B-MAL
, ,VBD,O
,new,JJ,O
,interest,NN,O
,An,DT,O
,analysis,NN,O
, ,NN,O
,of,IN,O
,a,DT,O
,phishing,VBG,O
,campaign,NN,O
,from,IN,O
,My,NNP,O
,Online,NNP,O
,Security,NNP,O
,reveals,VBZ,O
,that,IN,O
,a,DT,O
,TrickBot,NNP,B-MAL
,variant,NN,O
,spotted,VBD,O
,this,DT,O
,week,NN,O
,focused,VBD,O
,on,IN,O
,reading,NN,O
,and,CC,O
,grabbing,VBG,O
,the,DT,O
,OS,NNP,O
,reliability,NN,O
,database,NN,O
,and,CC,O
,information,NN,O
,available,JJ,O
,under,IN,O
,C,NNP,O
,:,:,O
,\,NN,O
,ProgramData,NNP,O
,\,NNP,O
,Microsoft,NNP,O
,\,NNP,O
,RAC,NNP,O
,\,NNP,O
,.,.,O
Sentence: 907,Security,NN,O
,researcher,NN,O
, ,NNP,O
,James,NNP,O
, ,NNP,O
,published,VBD,O
,a,DT,O
,list,NN,O
,of,IN,O
,files,NNS,O
,trawled,VBN,O
,by,IN,O
,the,DT,O
,malware,NN,O
,on,IN,O
,Twitter,NN,O
,:,:,O
,Exfiltrated,VBN,O
,Data,NNP,O
,It,PRP,O
,is,VBZ,O
,unclear,JJ,O
,what,WP,O
,good,VBD,O
,this,DT,O
,type,NN,O
,of,IN,O
,data,NNS,O
,would,MD,O
,do,VB,O
,to,TO,O
,the,DT,O
,crooks,NNS,O
,",",",",O
,but,CC,O
,it,PRP,O
,nay,RB,O
,serve,VBP,O
,malicious,JJ,O
,purposes,NNS,O
,",",",",O
,such,JJ,O
,as,IN,O
,better,JJR,O
,targeting,VBG,O
,with,IN,O
,phishing,VBG,B-DVEC
,emails,NNS,I-DVEC
,.,.,O
Sentence: 908,TrickBot,JJ,B-MAL
,delivery,NN,O
,via,IN,O
,fake,NN,O
,Lloyds,NNP,O
,Bank,NNP,O
,email,NN,O
,This,DT,O
,campaign,NN,O
,sends,VBZ,O
,TrickBot,NNP,B-MAL
,with,IN,O
,messages,NNS,O
,purporting,VBG,O
,to,TO,O
,be,VB,O
,from,IN,O
,Lloyds,NNP,O
,Bank,NNP,O
,using,VBG,O
,the,DT,O
,address,NN,O
,',POS,O
,donotreply,NN,O
,@,NNP,O
,lloydsbankdocs.com,NN,O
,",",",",O
,','',O
,which,WDT,O
,is,VBZ,O
,easy,JJ,O
,to,TO,O
,mistake,VB,O
,for,IN,O
,a,DT,O
,genuine,JJ,O
,email,NN,O
,from,IN,O
,the,DT,O
,bank,NN,O
,.,.,O
Sentence: 909,The,DT,O
,fraudsters,NNS,O
,made,VBD,O
,an,DT,O
,effort,NN,O
,to,TO,O
,craft,VB,O
,believable,JJ,O
,messages,NNS,O
,that,WDT,O
,entice,VBP,O
,the,DT,O
,potential,JJ,O
,victim,NN,O
,to,TO,O
,open,VB,O
,an,DT,O
,attached,JJ,O
,document,NN,O
,containing,VBG,O
,a,DT,O
,malicious,JJ,O
,macro,NN,O
,.,.,O
Sentence: 910,If,IN,O
,enabled,VBN,O
,",",",",O
,the,DT,O
,macro,NN,O
,code,NN,O
,downloads,NNS,O
,and,CC,O
,executes,VBZ,O
,TrickBot,NNP,B-MAL
,.,.,O
Sentence: 911,Phishing,VBG,B-DVEC
,email,VB,I-DVEC
,The,DT,O
,Office,NNP,B-DVEC
,Word,NNP,I-DVEC
,document,NN,O
,attached,VBD,O
,to,TO,O
,the,DT,O
,email,NN,O
,includes,VBZ,O
,the,DT,O
,Lloyds,NNP,O
,Bank,NNP,O
,letterhead,NN,O
,to,TO,O
,make,VB,O
,it,PRP,O
,look,VB,O
,genuine,JJ,O
,.,.,O
Sentence: 912,Furthermore,RB,O
,",",",",O
,the,DT,O
,crooks,NN,O
,added,VBD,O
,the,DT,O
,Symantec,NNP,O
,logo,NN,O
,to,TO,O
,make,VB,O
,it,PRP,O
,seem,VB,O
,as,IN,O
,if,IN,O
,the,DT,O
,file,NN,O
,passed,VBD,O
,verification,NN,O
,from,IN,O
,a,DT,O
,security,NN,O
,solution,NN,O
,.,.,O
Sentence: 913,Despite,IN,O
,all,PDT,O
,the,DT,O
,efforts,NNS,O
,to,TO,O
,hide,VB,O
,its,PRP$,O
,malicious,JJ,O
,nature,NN,O
,",",",",O
,the,DT,O
,file,NN,O
,is,VBZ,O
,currently,RB,O
,detected,VBN,O
,by,IN,O
,at,IN,O
,least,JJS,O
,30,CD,O
,antivirus,JJ,O
,engines,NNS,O
,on,IN,O
,VirusTotal,NNP,O
,.,.,O
Sentence: 914,2016,CD,O
,saw,VBD,O
,a,DT,O
,big,JJ,O
,increase,NN,O
,in,IN,O
,financial,JJ,O
,phishing,NN,B-BEH
,and,CC,O
,banking,NN,O
,malware,NN,O
,",",",",O
,with,IN,O
,crooks,NNS,O
,particularly,RB,O
,targeting,VBG,O
,Android,NNP,B-OS
,users,NNS,O
,",",",",O
,according,VBG,O
,to,TO,O
,cybersecurity,NN,O
,specialist,NN,O
,Kaspersky,NNP,O
,Lab,NNP,O
,.,.,O
Sentence: 915,The,DT,O
,Android,NNP,B-OS
,malware,NN,O
,is,VBZ,O
,believed,VBN,O
,to,TO,O
,have,VB,O
,netted,VBN,O
,a,DT,O
,near,JJ,O
,million-dollar,JJ,O
,haul,NN,O
,within,IN,O
,Russia,NNP,O
,alone,RB,O
,(,(,O
,50,CD,O
,million,CD,O
,rubles,NNS,O
,),),O
,",",",",O
,hitting,VBG,O
,"350,000",CD,O
,Google,NNP,O
,devices,NNS,O
,during,IN,O
,2013,CD,O
,and,CC,O
,2014,CD,O
,.,.,O
Sentence: 916,Last,JJ,O
,year,NN,O
,",",",",O
,financial,JJ,O
,phishing,NN,B-MAL
,increased,VBN,O
,in,IN,O
,both,DT,O
,volume,NN,O
,and,CC,O
,professionalism,NN,O
,",",",",O
,says,VBZ,O
,Kaspersky,NNP,O
,",",",",O
,which,WDT,O
,recorded,VBD,O
,an,DT,O
,all-time,JJ,O
,high,NN,O
,in,IN,O
,the,DT,O
,number,NN,O
,of,IN,O
,incidents,NNS,O
,it,PRP,O
,caught,VBD,O
,on,IN,O
,Windows-based,JJ,O
,machines,NNS,O
,.,.,O
Sentence: 917,Meanwhile,RB,O
,",",",",O
,following,VBG,O
,two,CD,O
,years,NNS,O
,of,IN,O
,falling,VBG,O
,incidents,NNS,O
,",",",",O
,in,IN,O
,2016,CD,O
,the,DT,O
,number,NN,O
,of,IN,O
,users,NNS,O
,attacked,VBN,O
,with,IN,O
,malware,NN,O
,targeting,VBG,O
,financial,JJ,O
,data,NNS,O
,started,VBD,O
,increasing,VBG,O
,again,RB,O
,-,:,O
,up,RB,O
,30.60%,CD,O
,to,TO,O
,more,JJR,O
,than,IN,O
,a,DT,O
,million,CD,O
,.,.,O
Sentence: 918,Just,RB,O
,over,IN,O
,17%,CD,O
,of,IN,O
,those,DT,O
,attacked,VBN,O
,with,IN,O
,banking,NN,O
,malware,NN,O
,were,VBD,O
,corporate,JJ,O
,users,NNS,O
,",",",",O
,while,IN,O
,victims,NNS,O
,were,VBD,O
,seen,VBN,O
,most,JJS,O
,often,RB,O
,in,IN,O
,Russia,NNP,O
,",",",",O
,Germany,NNP,O
,",",",",O
,Japan,NNP,O
,",",",",O
,India,NNP,O
,",",",",O
,Vietnam,NNP,O
,and,CC,O
,the,DT,O
,US,NNP,O
,.,.,O
Sentence: 919,Zbot,NNP,B-MAL
,remained,VBD,O
,the,DT,O
,most,RBS,O
,widespread,JJ,O
,banking,NN,O
,malware,NN,O
,family,NN,O
,(,(,O
,44.10%,CD,O
,of,IN,O
,attacked,JJ,O
,users,NNS,O
,),),O
,but,CC,O
,in,IN,O
,2016,CD,O
,it,PRP,O
,was,VBD,O
,actively,RB,O
